1 6734 1453
8 7265 1268
9 6898 1885
15 6347 2683
18 7462 3590
7 7573 3716
6 7608 4458
19 7732 4723
17 7611 5184
20 5900 3561
12 5989 2873
11 5468 2606
13 4706 2674
21 4483 3369
24 1633 2809
10 1112 2049
4 401 841
2 2233 10
5 3082 1644
25 4307 2322
14 4612 2035
23 5199 2182
3 5530 1424
22 6101 1110
16 6107 669
1 6734 1453
