x-axis;1;2;;diodo 1;
second;Volt;Volt;;Vd;Id
-3,14E+00;1,35E+10;6,87E+06;;1,35E+10;4,58E+12
-3,14E+00;1,40E+10;6,87E+06;;1,40E+10;4,58E+12
-3,13E+00;1,35E+10;6,56E+06;;1,35E+10;4,38E+12
-3,13E+00;1,40E+10;6,56E+06;;1,40E+10;4,38E+12
-3,12E+00;1,35E+10;6,25E+06;;1,35E+10;4,17E+12
-3,12E+00;1,35E+10;6,56E+06;;1,35E+10;4,38E+12
-3,11E+00;1,30E+10;5,93E+06;;1,30E+10;3,96E+12
-3,11E+00;1,30E+10;6,56E+06;;1,30E+10;4,38E+12
-3,10E+00;1,35E+10;6,56E+06;;1,35E+10;4,38E+12
-3,10E+00;1,30E+10;5,93E+06;;1,30E+10;3,96E+12
-3,09E+00;1,30E+10;6,56E+06;;1,30E+10;4,38E+12
-3,09E+00;1,30E+10;6,25E+06;;1,30E+10;4,17E+12
-3,08E+00;1,30E+10;6,25E+06;;1,30E+10;4,17E+12
-3,08E+00;1,25E+10;6,25E+06;;1,25E+10;4,17E+12
-3,07E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,07E+00;1,30E+10;5,93E+06;;1,30E+10;3,96E+12
-3,06E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,06E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,05E+00;1,25E+10;5,62E+06;;1,25E+10;3,75E+12
-3,05E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,04E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,04E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,03E+00;1,25E+10;5,93E+06;;1,25E+10;3,96E+12
-3,03E+00;1,20E+10;5,62E+06;;1,20E+10;3,75E+12
-3,02E+00;1,20E+10;5,93E+06;;1,20E+10;3,96E+12
-3,02E+00;1,20E+10;5,62E+06;;1,20E+10;3,75E+12
-3,01E+00;1,30E+10;5,62E+06;;1,30E+10;3,75E+12
-3,01E+00;1,25E+10;5,62E+06;;1,25E+10;3,75E+12
-3,00E+00;1,20E+10;5,62E+06;;1,20E+10;3,75E+12
-3,00E+00;1,20E+10;5,31E+06;;1,20E+10;3,54E+12
-2,99E+00;1,20E+10;5,31E+06;;1,20E+10;3,54E+12
-2,99E+00;1,20E+10;5,31E+06;;1,20E+10;3,54E+12
-2,98E+00;1,20E+10;5,31E+06;;1,20E+10;3,54E+12
-2,98E+00;1,15E+10;5,62E+06;;1,15E+10;3,75E+12
-2,97E+00;1,20E+10;5,31E+06;;1,20E+10;3,54E+12
-2,97E+00;1,15E+10;5,31E+06;;1,15E+10;3,54E+12
-2,96E+00;1,15E+10;5,00E+06;;1,15E+10;3,34E+12
-2,96E+00;1,15E+10;5,31E+06;;1,15E+10;3,54E+12
-2,95E+00;1,20E+10;5,00E+06;;1,20E+10;3,34E+12
-2,95E+00;1,20E+10;5,00E+06;;1,20E+10;3,34E+12
-2,94E+00;1,15E+10;4,68E+06;;1,15E+10;3,12E+12
-2,94E+00;1,15E+10;4,68E+06;;1,15E+10;3,12E+12
-2,93E+00;1,15E+10;5,00E+06;;1,15E+10;3,34E+12
-2,93E+00;1,15E+10;5,00E+06;;1,15E+10;3,34E+12
-2,92E+00;1,15E+10;4,68E+06;;1,15E+10;3,12E+12
-2,92E+00;1,15E+10;4,68E+06;;1,15E+10;3,12E+12
-2,91E+00;1,15E+10;4,68E+06;;1,15E+10;3,12E+12
-2,91E+00;1,15E+10;4,37E+06;;1,15E+10;2,92E+12
-2,90E+00;1,10E+10;4,68E+06;;1,10E+10;3,12E+12
-2,90E+00;1,15E+10;4,37E+06;;1,15E+10;2,92E+12
-2,89E+00;1,10E+10;4,68E+06;;1,10E+10;3,12E+12
-2,89E+00;1,10E+10;4,68E+06;;1,10E+10;3,12E+12
-2,88E+00;1,10E+10;4,68E+06;;1,10E+10;3,12E+12
-2,88E+00;1,10E+10;4,68E+06;;1,10E+10;3,12E+12
-2,87E+00;1,10E+10;4,37E+06;;1,10E+10;2,92E+12
-2,87E+00;1,15E+10;4,37E+06;;1,15E+10;2,92E+12
-2,86E+00;1,10E+10;4,37E+06;;1,10E+10;2,92E+12
-2,86E+00;1,00E+10;4,37E+06;;1,00E+10;2,92E+12
-2,85E+00;1,15E+10;4,37E+06;;1,15E+10;2,92E+12
-2,85E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,84E+00;1,00E+10;4,37E+06;;1,00E+10;2,92E+12
-2,84E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,83E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,83E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,82E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,82E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,81E+00;1,05E+10;3,75E+06;;1,05E+10;2,50E+12
-2,81E+00;1,00E+10;3,75E+06;;1,00E+10;2,50E+12
-2,80E+00;1,00E+10;3,75E+06;;1,00E+10;2,50E+12
-2,80E+00;1,00E+10;3,75E+06;;1,00E+10;2,50E+12
-2,79E+00;1,00E+10;3,75E+06;;1,00E+10;2,50E+12
-2,79E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,78E+00;1,05E+10;4,06E+06;;1,05E+10;2,71E+12
-2,78E+00;1,05E+10;3,75E+06;;1,05E+10;2,50E+12
-2,77E+00;1,00E+10;3,75E+06;;1,00E+10;2,50E+12
-2,77E+00;1,05E+10;3,75E+06;;1,05E+10;2,50E+12
-2,76E+00;1,05E+10;3,43E+06;;1,05E+10;2,29E+12
-2,76E+00;1,05E+10;3,43E+06;;1,05E+10;2,29E+12
-2,75E+00;1,00E+10;3,43E+06;;1,00E+10;2,29E+12
-2,75E+00;1,00E+10;3,43E+06;;1,00E+10;2,29E+12
-2,74E+00;9,52E+06;3,43E+06;;6,09E+06;2,29E+12
-2,74E+00;1,00E+10;3,43E+06;;1,00E+10;2,29E+12
-2,73E+00;1,00E+10;3,43E+06;;1,00E+10;2,29E+12
-2,73E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,72E+00;1,00E+10;3,43E+06;;1,00E+10;2,29E+12
-2,72E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,71E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,71E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,70E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,70E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,69E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,69E+00;9,52E+06;2,81E+06;;6,71E+06;1,87E+12
-2,68E+00;9,52E+06;2,81E+06;;6,71E+06;1,87E+12
-2,68E+00;9,52E+06;3,12E+06;;6,40E+06;2,08E+12
-2,67E+00;9,52E+06;2,50E+06;;7,02E+06;1,67E+12
-2,67E+00;8,52E+06;2,81E+06;;5,71E+06;1,87E+12
-2,66E+00;8,52E+06;2,81E+06;;5,71E+06;1,87E+12
-2,66E+00;9,02E+06;2,81E+06;;6,21E+06;1,87E+12
-2,65E+00;8,52E+06;2,81E+06;;5,71E+06;1,87E+12
-2,65E+00;9,02E+06;2,81E+06;;6,21E+06;1,87E+12
-2,64E+00;9,02E+06;2,50E+06;;6,52E+06;1,67E+12
-2,64E+00;9,02E+06;2,81E+06;;6,21E+06;1,87E+12
-2,63E+00;9,02E+06;2,50E+06;;6,52E+06;1,67E+12
-2,63E+00;9,02E+06;2,50E+06;;6,52E+06;1,67E+12
-2,62E+00;9,02E+06;2,50E+06;;6,52E+06;1,67E+12
-2,62E+00;9,02E+06;2,18E+06;;6,84E+06;1,45E+12
-2,61E+00;8,52E+06;2,50E+06;;6,02E+06;1,67E+12
-2,61E+00;9,02E+06;2,18E+06;;6,84E+06;1,45E+12
-2,60E+00;8,52E+06;2,50E+06;;6,02E+06;1,67E+12
-2,60E+00;8,52E+06;2,18E+06;;6,34E+06;1,45E+12
-2,59E+00;9,02E+06;2,18E+06;;6,84E+06;1,45E+12
-2,59E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,58E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,58E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,57E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,57E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,56E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,56E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,55E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,55E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,54E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,54E+00;8,02E+06;2,18E+06;;5,84E+06;1,45E+12
-2,53E+00;8,52E+06;1,87E+06;;6,65E+06;1,25E+12
-2,53E+00;8,52E+06;1,56E+06;;6,96E+06;1,04E+12
-2,52E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,52E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,51E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,51E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-2,50E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,50E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,49E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,49E+00;7,52E+06;1,87E+06;;5,65E+06;1,25E+12
-2,48E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,48E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,47E+00;8,02E+06;1,25E+06;;6,77E+06;8,34E+11
-2,47E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-2,46E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-2,46E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-2,45E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-2,45E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-2,44E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-2,44E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-2,43E+00;6,52E+06;1,25E+06;;5,27E+06;8,34E+11
-2,43E+00;7,52E+06;9,33E+05;;6,59E+06;6,22E+11
-2,42E+00;7,02E+06;9,33E+05;;6,09E+06;6,22E+11
-2,42E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-2,41E+00;7,02E+06;9,33E+05;;6,09E+06;6,22E+11
-2,41E+00;7,52E+06;9,33E+05;;6,59E+06;6,22E+11
-2,40E+00;6,52E+06;1,25E+06;;5,27E+06;8,34E+11
-2,40E+00;7,02E+06;9,33E+05;;6,09E+06;6,22E+11
-2,39E+00;7,02E+06;6,20E+05;;6,40E+06;4,14E+11
-2,39E+00;7,02E+06;6,20E+05;;6,40E+06;4,14E+11
-2,38E+00;7,02E+06;6,20E+05;;6,40E+06;4,14E+11
-2,38E+00;7,02E+06;9,33E+05;;6,09E+06;6,22E+11
-2,37E+00;7,02E+06;6,20E+05;;6,40E+06;4,14E+11
-2,37E+00;7,02E+06;6,20E+05;;6,40E+06;4,14E+11
-2,36E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-2,36E+00;6,52E+06;6,20E+05;;5,90E+06;4,14E+11
-2,35E+00;6,52E+06;6,20E+05;;5,90E+06;4,14E+11
-2,35E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-2,34E+00;6,52E+06;6,20E+05;;5,90E+06;4,14E+11
-2,34E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,33E+00;6,52E+06;3,08E+05;;6,21E+06;2,05E+11
-2,33E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,32E+00;6,52E+06;3,08E+05;;6,21E+06;2,05E+11
-2,32E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,31E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,31E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,30E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,30E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,29E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-2,29E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,28E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-2,28E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,27E+00;6,02E+06;3,08E+05;;5,71E+06;2,05E+11
-2,27E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-2,26E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-2,26E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-2,25E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-2,25E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-2,24E+00;5,52E+06;-5,00E+00;;5,52E+06;-3,34E+06
-2,24E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-2,23E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-2,23E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-2,22E+00;5,02E+06;-5,00E+00;;5,02E+06;-3,34E+06
-2,22E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-2,21E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-2,21E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-2,20E+00;5,02E+06;6,20E+05;;4,40E+06;4,14E+11
-2,20E+00;5,02E+06;6,20E+05;;4,40E+06;4,14E+11
-2,19E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-2,19E+00;4,52E+06;6,20E+05;;3,90E+06;4,14E+11
-2,18E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-2,18E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-2,17E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-2,17E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,16E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,16E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,15E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,15E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,14E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,14E+00;4,02E+06;6,20E+05;;3,40E+06;4,14E+11
-2,13E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,13E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-2,12E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-2,12E+00;4,02E+06;6,20E+05;;3,40E+06;4,14E+11
-2,11E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,11E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-2,10E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-2,10E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,09E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,09E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-2,08E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-2,08E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-2,07E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,07E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-2,06E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-2,06E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-2,05E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-2,05E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-2,04E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,04E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-2,03E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-2,03E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-2,02E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-2,02E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-2,01E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-2,01E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-2,00E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-2,00E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,99E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,99E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,98E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,98E+00;2,52E+06;6,20E+05;;1,90E+06;4,14E+11
-1,97E+00;2,52E+06;6,20E+05;;1,90E+06;4,14E+11
-1,97E+00;2,02E+06;6,20E+05;;1,40E+06;4,14E+11
-1,96E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,96E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,95E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,95E+00;2,52E+06;9,33E+05;;1,59E+06;6,22E+11
-1,94E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,94E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,93E+00;1,52E+06;6,20E+05;;9,00E+05;4,14E+11
-1,93E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,92E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,92E+00;1,52E+06;6,20E+05;;9,00E+05;4,14E+11
-1,91E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,91E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,90E+00;1,52E+06;9,33E+05;;5,87E+05;6,22E+11
-1,90E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,89E+00;1,02E+06;6,20E+05;;4,00E+05;4,14E+11
-1,89E+00;1,02E+06;3,08E+05;;7,12E+05;2,05E+11
-1,88E+00;1,02E+06;6,20E+05;;4,00E+05;4,14E+11
-1,88E+00;1,02E+06;6,20E+05;;4,00E+05;4,14E+11
-1,87E+00;1,52E+06;6,20E+05;;9,00E+05;4,14E+11
-1,87E+00;1,02E+06;3,08E+05;;7,12E+05;2,05E+11
-1,86E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,86E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,85E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,85E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,84E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,84E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,83E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,83E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,82E+00;1,52E+06;6,20E+05;;9,00E+05;4,14E+11
-1,82E+00;2,02E+06;6,20E+05;;1,40E+06;4,14E+11
-1,81E+00;1,52E+06;6,20E+05;;9,00E+05;4,14E+11
-1,81E+00;2,52E+06;6,20E+05;;1,90E+06;4,14E+11
-1,80E+00;1,52E+06;3,08E+05;;1,21E+06;2,05E+11
-1,80E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,79E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,79E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,78E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,78E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,77E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,77E+00;2,02E+06;3,08E+05;;1,71E+06;2,05E+11
-1,76E+00;2,02E+06;6,20E+05;;1,40E+06;4,14E+11
-1,76E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,75E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,75E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,74E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,74E+00;2,52E+06;3,08E+05;;2,21E+06;2,05E+11
-1,73E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-1,73E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,72E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,72E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,71E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,71E+00;3,02E+06;6,20E+05;;2,40E+06;4,14E+11
-1,70E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,70E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,69E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,69E+00;3,02E+06;3,08E+05;;2,71E+06;2,05E+11
-1,68E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,68E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,67E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,67E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,66E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,66E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-1,65E+00;3,52E+06;6,20E+05;;2,90E+06;4,14E+11
-1,65E+00;4,52E+06;6,20E+05;;3,90E+06;4,14E+11
-1,64E+00;3,52E+06;3,08E+05;;3,21E+06;2,05E+11
-1,64E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,63E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,63E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,62E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,62E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,61E+00;4,02E+06;3,08E+05;;3,71E+06;2,05E+11
-1,61E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,60E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,60E+00;4,52E+06;6,20E+05;;3,90E+06;4,14E+11
-1,59E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,59E+00;4,52E+06;6,20E+05;;3,90E+06;4,14E+11
-1,58E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,58E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,57E+00;4,52E+06;3,08E+05;;4,21E+06;2,05E+11
-1,57E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,56E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,56E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,55E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,55E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,54E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,54E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,53E+00;5,02E+06;3,08E+05;;4,71E+06;2,05E+11
-1,53E+00;5,02E+06;6,20E+05;;4,40E+06;4,14E+11
-1,52E+00;5,02E+06;6,20E+05;;4,40E+06;4,14E+11
-1,52E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-1,51E+00;5,02E+06;6,20E+05;;4,40E+06;4,14E+11
-1,51E+00;5,52E+06;3,08E+05;;5,21E+06;2,05E+11
-1,50E+00;5,52E+06;9,33E+05;;4,59E+06;6,22E+11
-1,50E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-1,49E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-1,49E+00;5,52E+06;9,33E+05;;4,59E+06;6,22E+11
-1,48E+00;5,52E+06;6,20E+05;;4,90E+06;4,14E+11
-1,48E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,47E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,47E+00;6,02E+06;9,33E+05;;5,09E+06;6,22E+11
-1,46E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,46E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,45E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,45E+00;6,02E+06;9,33E+05;;5,09E+06;6,22E+11
-1,44E+00;6,02E+06;9,33E+05;;5,09E+06;6,22E+11
-1,44E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,43E+00;6,52E+06;6,20E+05;;5,90E+06;4,14E+11
-1,43E+00;6,02E+06;6,20E+05;;5,40E+06;4,14E+11
-1,42E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-1,42E+00;6,02E+06;9,33E+05;;5,09E+06;6,22E+11
-1,41E+00;6,52E+06;1,25E+06;;5,27E+06;8,34E+11
-1,41E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-1,40E+00;6,52E+06;6,20E+05;;5,90E+06;4,14E+11
-1,40E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-1,39E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-1,39E+00;7,02E+06;9,33E+05;;6,09E+06;6,22E+11
-1,38E+00;6,52E+06;1,25E+06;;5,27E+06;8,34E+11
-1,38E+00;6,52E+06;9,33E+05;;5,59E+06;6,22E+11
-1,37E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,37E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,36E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,36E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,35E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,35E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,34E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,34E+00;7,02E+06;1,25E+06;;5,77E+06;8,34E+11
-1,33E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-1,33E+00;7,52E+06;1,25E+06;;6,27E+06;8,34E+11
-1,32E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,32E+00;7,02E+06;1,56E+06;;5,46E+06;1,04E+12
-1,31E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,31E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-1,30E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,30E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,29E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,29E+00;7,52E+06;1,56E+06;;5,96E+06;1,04E+12
-1,28E+00;7,52E+06;1,87E+06;;5,65E+06;1,25E+12
-1,28E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-1,27E+00;8,02E+06;1,56E+06;;6,46E+06;1,04E+12
-1,27E+00;8,02E+06;1,87E+06;;6,15E+06;1,25E+12
-1,26E+00;8,02E+06;1,87E+06;;6,15E+06;1,25E+12
