x-axis;1;2;;Tercer diodo;
second;Volt;Volt;;Vd;Id
-1,25E+00;2,65E+10;6,87E+06;;2,65E+10;3,30E+11
-1,25E+00;2,65E+10;6,56E+06;;2,65E+10;3,15E+11
-1,24E+00;2,65E+10;6,56E+06;;2,65E+10;3,15E+11
-1,24E+00;2,60E+10;6,87E+06;;2,60E+10;3,30E+11
-1,23E+00;2,55E+10;6,56E+06;;2,55E+10;3,15E+11
-1,23E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,22E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,22E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,21E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,21E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,20E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,20E+00;2,60E+10;6,56E+06;;2,60E+10;3,15E+11
-1,19E+00;2,60E+10;6,25E+06;;2,60E+10;3,00E+11
-1,19E+00;2,60E+10;6,25E+06;;2,60E+10;3,00E+11
-1,18E+00;2,55E+10;6,25E+06;;2,55E+10;3,00E+11
-1,18E+00;2,55E+10;6,25E+06;;2,55E+10;3,00E+11
-1,17E+00;2,55E+10;6,25E+06;;2,55E+10;3,00E+11
-1,17E+00;2,50E+10;6,25E+06;;2,50E+10;3,00E+11
-1,16E+00;2,50E+10;6,25E+06;;2,50E+10;3,00E+11
-1,16E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,15E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,15E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,14E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,14E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,13E+00;2,55E+10;5,62E+06;;2,55E+10;2,70E+11
-1,13E+00;2,55E+10;5,62E+06;;2,55E+10;2,70E+11
-1,12E+00;2,55E+10;5,93E+06;;2,55E+10;2,85E+11
-1,12E+00;2,50E+10;5,62E+06;;2,50E+10;2,70E+11
-1,11E+00;2,45E+10;5,93E+06;;2,45E+10;2,85E+11
-1,11E+00;2,50E+10;5,62E+06;;2,50E+10;2,70E+11
-1,10E+00;2,45E+10;5,62E+06;;2,45E+10;2,70E+11
-1,10E+00;2,50E+10;5,62E+06;;2,50E+10;2,70E+11
-1,09E+00;2,50E+10;5,62E+06;;2,50E+10;2,70E+11
-1,09E+00;2,45E+10;5,62E+06;;2,45E+10;2,70E+11
-1,08E+00;2,45E+10;5,62E+06;;2,45E+10;2,70E+11
-1,08E+00;2,45E+10;5,31E+06;;2,45E+10;2,55E+11
-1,07E+00;2,50E+10;5,62E+06;;2,50E+10;2,70E+11
-1,07E+00;2,45E+10;5,62E+06;;2,45E+10;2,70E+11
-1,06E+00;2,50E+10;5,31E+06;;2,50E+10;2,55E+11
-1,06E+00;2,45E+10;5,31E+06;;2,45E+10;2,55E+11
-1,05E+00;2,50E+10;5,00E+06;;2,50E+10;2,40E+11
-1,05E+00;2,50E+10;5,00E+06;;2,50E+10;2,40E+11
-1,04E+00;2,50E+10;5,00E+06;;2,50E+10;2,40E+11
-1,04E+00;2,50E+10;5,00E+06;;2,50E+10;2,40E+11
-1,03E+00;2,50E+10;5,31E+06;;2,50E+10;2,55E+11
-1,03E+00;2,50E+10;5,00E+06;;2,50E+10;2,40E+11
-1,02E+00;2,40E+10;5,00E+06;;2,40E+10;2,40E+11
-1,02E+00;2,40E+10;5,00E+06;;2,40E+10;2,40E+11
-1,01E+00;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-1,01E+00;2,45E+10;5,00E+06;;2,45E+10;2,40E+11
-1,00E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,95E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,90E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,85E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,80E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,75E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,70E-01;2,45E+10;4,68E+06;;2,45E+10;2,25E+11
-9,65E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,60E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,55E-01;2,40E+10;4,68E+06;;2,40E+10;2,25E+11
-9,50E-01;2,35E+10;4,37E+06;;2,35E+10;2,10E+11
-9,45E-01;2,40E+10;4,68E+06;;2,40E+10;2,25E+11
-9,40E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,35E-01;2,35E+10;4,37E+06;;2,35E+10;2,10E+11
-9,30E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,25E-01;2,40E+10;4,37E+06;;2,40E+10;2,10E+11
-9,20E-01;2,40E+10;4,06E+06;;2,40E+10;1,95E+11
-9,15E-01;2,40E+10;4,06E+06;;2,40E+10;1,95E+11
-9,10E-01;2,40E+10;4,06E+06;;2,40E+10;1,95E+11
-9,05E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-9,00E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,95E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,90E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,85E-01;2,35E+10;3,75E+06;;2,35E+10;1,80E+11
-8,80E-01;2,35E+10;3,75E+06;;2,35E+10;1,80E+11
-8,75E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,70E-01;2,35E+10;3,75E+06;;2,35E+10;1,80E+11
-8,65E-01;2,30E+10;3,75E+06;;2,30E+10;1,80E+11
-8,60E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,55E-01;2,30E+10;3,75E+06;;2,30E+10;1,80E+11
-8,50E-01;2,35E+10;4,06E+06;;2,35E+10;1,95E+11
-8,45E-01;2,30E+10;3,75E+06;;2,30E+10;1,80E+11
-8,40E-01;2,30E+10;3,75E+06;;2,30E+10;1,80E+11
-8,35E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-8,30E-01;2,25E+10;3,75E+06;;2,25E+10;1,80E+11
-8,25E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-8,20E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-8,15E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-8,10E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-8,05E-01;2,25E+10;3,43E+06;;2,25E+10;1,65E+11
-8,00E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-7,95E-01;2,30E+10;3,43E+06;;2,30E+10;1,65E+11
-7,90E-01;2,25E+10;3,43E+06;;2,25E+10;1,65E+11
-7,85E-01;2,30E+10;3,12E+06;;2,30E+10;1,50E+11
-7,80E-01;2,25E+10;3,12E+06;;2,25E+10;1,50E+11
-7,75E-01;2,25E+10;3,12E+06;;2,25E+10;1,50E+11
-7,70E-01;2,25E+10;3,12E+06;;2,25E+10;1,50E+11
-7,65E-01;2,25E+10;3,12E+06;;2,25E+10;1,50E+11
-7,60E-01;2,25E+10;3,43E+06;;2,25E+10;1,65E+11
-7,55E-01;2,25E+10;3,12E+06;;2,25E+10;1,50E+11
-7,50E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,45E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,40E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,35E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,30E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,25E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,20E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,15E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,10E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-7,05E-01;2,15E+10;2,81E+06;;2,15E+10;1,35E+11
-7,00E-01;2,15E+10;2,81E+06;;2,15E+10;1,35E+11
-6,95E-01;2,20E+10;2,81E+06;;2,20E+10;1,35E+11
-6,90E-01;2,20E+10;2,50E+06;;2,20E+10;1,20E+11
-6,85E-01;2,20E+10;2,50E+06;;2,20E+10;1,20E+11
-6,80E-01;2,15E+10;2,50E+06;;2,15E+10;1,20E+11
-6,75E-01;2,15E+10;2,50E+06;;2,15E+10;1,20E+11
-6,70E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-6,65E-01;2,15E+10;2,50E+06;;2,15E+10;1,20E+11
-6,60E-01;2,15E+10;2,50E+06;;2,15E+10;1,20E+11
-6,55E-01;2,15E+10;2,18E+06;;2,15E+10;1,05E+11
-6,50E-01;2,15E+10;2,18E+06;;2,15E+10;1,05E+11
-6,45E-01;2,15E+10;2,50E+06;;2,15E+10;1,20E+11
-6,40E-01;2,10E+10;2,50E+06;;2,10E+10;1,20E+11
-6,35E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-6,30E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-6,25E-01;2,15E+10;1,87E+06;;2,15E+10;8,99E+10
-6,20E-01;2,10E+10;1,87E+06;;2,10E+10;8,99E+10
-6,15E-01;2,10E+10;1,87E+06;;2,10E+10;8,99E+10
-6,10E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-6,05E-01;2,10E+10;1,87E+06;;2,10E+10;8,99E+10
-6,00E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-5,95E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-5,90E-01;2,10E+10;1,87E+06;;2,10E+10;8,99E+10
-5,85E-01;2,10E+10;1,87E+06;;2,10E+10;8,99E+10
-5,80E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-5,75E-01;2,10E+10;2,18E+06;;2,10E+10;1,05E+11
-5,70E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,65E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,60E-01;2,05E+10;1,87E+06;;2,05E+10;8,99E+10
-5,55E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,50E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,45E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,40E-01;2,00E+10;1,56E+06;;2,00E+10;7,50E+10
-5,35E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,30E-01;2,05E+10;1,56E+06;;2,05E+10;7,50E+10
-5,25E-01;2,00E+10;1,56E+06;;2,00E+10;7,50E+10
-5,20E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-5,15E-01;2,00E+10;1,56E+06;;2,00E+10;7,50E+10
-5,10E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-5,05E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-5,00E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-4,95E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-4,90E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-4,85E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-4,80E-01;1,95E+10;9,33E+05;;1,95E+10;4,49E+10
-4,75E-01;1,95E+10;1,25E+06;;1,95E+10;6,01E+10
-4,70E-01;1,95E+10;1,25E+06;;1,95E+10;6,01E+10
-4,65E-01;2,00E+10;1,25E+06;;2,00E+10;6,01E+10
-4,60E-01;1,95E+10;1,25E+06;;1,95E+10;6,01E+10
-4,55E-01;1,95E+10;1,25E+06;;1,95E+10;6,01E+10
-4,50E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-4,45E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-4,40E-01;1,90E+10;6,20E+05;;1,90E+10;2,98E+10
-4,35E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-4,30E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-4,25E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-4,20E-01;1,90E+10;6,20E+05;;1,90E+10;2,98E+10
-4,15E-01;1,95E+10;9,33E+05;;1,95E+10;4,49E+10
-4,10E-01;1,95E+10;9,33E+05;;1,95E+10;4,49E+10
-4,05E-01;1,90E+10;6,20E+05;;1,90E+10;2,98E+10
-4,00E-01;1,90E+10;6,20E+05;;1,90E+10;2,98E+10
-3,95E-01;1,90E+10;6,20E+05;;1,90E+10;2,98E+10
-3,90E-01;1,95E+10;9,33E+05;;1,95E+10;4,49E+10
-3,85E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,80E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,75E-01;1,90E+10;9,33E+05;;1,90E+10;4,49E+10
-3,70E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,65E-01;1,85E+10;9,33E+05;;1,85E+10;4,49E+10
-3,60E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,55E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,50E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,45E-01;1,80E+10;6,20E+05;;1,80E+10;2,98E+10
-3,40E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-3,35E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-3,30E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-3,25E-01;1,85E+10;6,20E+05;;1,85E+10;2,98E+10
-3,20E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-3,15E-01;1,80E+10;6,20E+05;;1,80E+10;2,98E+10
-3,10E-01;1,80E+10;6,20E+05;;1,80E+10;2,98E+10
-3,05E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-3,00E-01;1,80E+10;3,08E+05;;1,80E+10;1,48E+10
-2,95E-01;1,75E+10;6,20E+05;;1,75E+10;2,98E+10
-2,90E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,85E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,80E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,75E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,70E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,65E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,60E-01;1,75E+10;3,08E+05;;1,75E+10;1,48E+10
-2,55E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,50E-01;1,70E+10;6,20E+05;;1,70E+10;2,98E+10
-2,45E-01;1,75E+10;6,20E+05;;1,75E+10;2,98E+10
-2,40E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,35E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,30E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,25E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,20E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,15E-01;1,65E+10;3,08E+05;;1,65E+10;1,48E+10
-2,10E-01;1,70E+10;6,20E+05;;1,70E+10;2,98E+10
-2,05E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-2,00E-01;1,65E+10;3,08E+05;;1,65E+10;1,48E+10
-1,95E-01;1,70E+10;6,20E+05;;1,70E+10;2,98E+10
-1,90E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-1,85E-01;1,70E+10;3,08E+05;;1,70E+10;1,48E+10
-1,80E-01;1,65E+10;3,08E+05;;1,65E+10;1,48E+10
-1,75E-01;1,65E+10;3,08E+05;;1,65E+10;1,48E+10
-1,70E-01;1,65E+10;3,08E+05;;1,65E+10;1,48E+10
-1,65E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,60E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,55E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,50E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,45E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,40E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,35E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,30E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,25E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,20E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,15E-01;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-1,10E-01;1,60E+10;6,20E+05;;1,60E+10;2,98E+10
-1,05E-01;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-1,00E-02;1,60E+10;3,08E+05;;1,60E+10;1,48E+10
-9,50E-02;1,50E+10;3,08E+05;;1,50E+10;1,48E+10
-9,00E-02;1,55E+10;6,20E+05;;1,55E+10;2,98E+10
-8,50E-02;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-8,00E-02;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-7,50E-02;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-7,00E-02;1,50E+10;3,08E+05;;1,50E+10;1,48E+10
-6,50E-02;1,55E+10;3,08E+05;;1,55E+10;1,48E+10
-6,00E-02;1,50E+10;3,08E+05;;1,50E+10;1,48E+10
-5,50E-02;1,50E+10;3,08E+05;;1,50E+10;1,48E+10
-5,00E-02;1,45E+10;3,08E+05;;1,45E+10;1,48E+10
-4,50E-02;1,45E+10;3,08E+05;;1,45E+10;1,48E+10
-4,00E-02;1,45E+10;3,08E+05;;1,45E+10;1,48E+10
-3,50E-02;1,50E+10;6,20E+05;;1,50E+10;2,98E+10
-3,00E-02;1,45E+10;3,08E+05;;1,45E+10;1,48E+10
-2,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
-2,00E-02;1,45E+10;6,20E+05;;1,45E+10;2,98E+10
-1,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
-1,00E-03;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
-500.0E-09;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
+0.0E+00;1,40E+10;6,20E+05;;1,40E+10;2,98E+10
+500.0E-09;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
1,00E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
1,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
2,00E-02;1,45E+10;6,20E+05;;1,45E+10;2,98E+10
2,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
3,00E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
3,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
4,00E-02;1,35E+10;6,20E+05;;1,35E+10;2,98E+10
4,50E-02;1,40E+10;9,33E+05;;1,40E+10;4,49E+10
5,00E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
5,50E-02;1,40E+10;3,08E+05;;1,40E+10;1,48E+10
6,00E-02;1,35E+10;6,20E+05;;1,35E+10;2,98E+10
6,50E-02;1,35E+10;3,08E+05;;1,35E+10;1,48E+10
7,00E-02;1,35E+10;3,08E+05;;1,35E+10;1,48E+10
7,50E-02;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
8,00E-02;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
8,50E-02;1,30E+10;6,20E+05;;1,30E+10;2,98E+10
9,00E-02;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
9,50E-02;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
1,00E-01;1,30E+10;6,20E+05;;1,30E+10;2,98E+10
1,05E-01;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
1,10E-01;1,30E+10;3,08E+05;;1,30E+10;1,48E+10
1,15E-01;1,35E+10;3,08E+05;;1,35E+10;1,48E+10
1,20E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,25E-01;1,30E+10;6,20E+05;;1,30E+10;2,98E+10
1,30E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,35E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,40E-01;1,25E+10;6,20E+05;;1,25E+10;2,98E+10
1,45E-01;1,30E+10;6,20E+05;;1,30E+10;2,98E+10
1,50E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,55E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,60E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
1,65E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
1,70E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
1,75E-01;1,25E+10;3,08E+05;;1,25E+10;1,48E+10
1,80E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
1,85E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
1,90E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
1,95E-01;1,15E+10;6,20E+05;;1,15E+10;2,98E+10
2,00E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
2,05E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
2,10E-01;1,20E+10;3,08E+05;;1,20E+10;1,48E+10
2,15E-01;1,15E+10;6,20E+05;;1,15E+10;2,98E+10
2,20E-01;1,20E+10;6,20E+05;;1,20E+10;2,98E+10
2,25E-01;1,20E+10;6,20E+05;;1,20E+10;2,98E+10
2,30E-01;1,10E+10;3,08E+05;;1,10E+10;1,48E+10
2,35E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
2,40E-01;1,15E+10;6,20E+05;;1,15E+10;2,98E+10
2,45E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
2,50E-01;1,15E+10;3,08E+05;;1,15E+10;1,48E+10
2,55E-01;1,10E+10;3,08E+05;;1,10E+10;1,48E+10
2,60E-01;1,10E+10;3,08E+05;;1,10E+10;1,48E+10
2,65E-01;1,10E+10;6,20E+05;;1,10E+10;2,98E+10
2,70E-01;1,15E+10;6,20E+05;;1,15E+10;2,98E+10
2,75E-01;1,10E+10;3,08E+05;;1,10E+10;1,48E+10
2,80E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
2,85E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
2,90E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
2,95E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,00E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,05E-01;1,05E+10;6,20E+05;;1,05E+10;2,98E+10
3,10E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,15E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,20E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,25E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,30E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,35E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,40E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,45E-01;1,05E+10;3,08E+05;;1,05E+10;1,48E+10
3,50E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,55E-01;9,52E+06;3,08E+05;;9,21E+06;1,48E+10
3,60E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,65E-01;1,00E+10;6,20E+05;;1,00E+10;2,98E+10
3,70E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,75E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,80E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,85E-01;1,00E+10;6,20E+05;;1,00E+10;2,98E+10
3,90E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
3,95E-01;1,00E+10;3,08E+05;;1,00E+10;1,48E+10
4,00E-01;9,52E+06;3,08E+05;;9,21E+06;1,48E+10
4,05E-01;9,52E+06;3,08E+05;;9,21E+06;1,48E+10
4,10E-01;9,52E+06;3,08E+05;;9,21E+06;1,48E+10
4,15E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
4,20E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,25E-01;9,02E+06;6,20E+05;;8,40E+06;2,98E+10
4,30E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,35E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,40E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
4,45E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,50E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,55E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,60E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,65E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,70E-01;8,52E+06;6,20E+05;;7,90E+06;2,98E+10
4,75E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
4,80E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,85E-01;9,02E+06;3,08E+05;;8,71E+06;1,48E+10
4,90E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
4,95E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
5,00E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
5,05E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
5,10E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,15E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
5,20E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,25E-01;8,02E+06;6,20E+05;;7,40E+06;2,98E+10
5,30E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,35E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,40E-01;8,52E+06;3,08E+05;;8,21E+06;1,48E+10
5,45E-01;8,02E+06;6,20E+05;;7,40E+06;2,98E+10
5,50E-01;7,52E+06;6,20E+05;;6,90E+06;2,98E+10
5,55E-01;7,52E+06;6,20E+05;;6,90E+06;2,98E+10
5,60E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,65E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,70E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,75E-01;8,02E+06;3,08E+05;;7,71E+06;1,48E+10
5,80E-01;8,02E+06;6,20E+05;;7,40E+06;2,98E+10
5,85E-01;7,52E+06;6,20E+05;;6,90E+06;2,98E+10
5,90E-01;7,52E+06;3,08E+05;;7,21E+06;1,48E+10
5,95E-01;7,52E+06;3,08E+05;;7,21E+06;1,48E+10
6,00E-01;7,02E+06;3,08E+05;;6,71E+06;1,48E+10
6,05E-01;7,52E+06;3,08E+05;;7,21E+06;1,48E+10
6,10E-01;7,52E+06;6,20E+05;;6,90E+06;2,98E+10
6,15E-01;7,52E+06;3,08E+05;;7,21E+06;1,48E+10
6,20E-01;7,02E+06;3,08E+05;;6,71E+06;1,48E+10
6,25E-01;7,02E+06;3,08E+05;;6,71E+06;1,48E+10
6,30E-01;6,52E+06;3,08E+05;;6,21E+06;1,48E+10
6,35E-01;7,02E+06;3,08E+05;;6,71E+06;1,48E+10
6,40E-01;7,02E+06;3,08E+05;;6,71E+06;1,48E+10
6,45E-01;6,52E+06;3,08E+05;;6,21E+06;1,48E+10
