
1000 5.269e-10
3500 0.00347329
6000 0.00998777
8500 0.0197683
11000 0.0331026
13500 0.0493752
16000 0.0691591
18500 0.0921921
21000 0.119117
23500 0.148448
26000 0.180968
28500 0.217456
31000 0.256669
33500 0.35807
36000 0.346231
38500 0.39501
41000 0.448633
43500 0.71153
46000 0.648951
48500 0.644018
51000 0.692008
53500 0.761707
56000 0.843951
58500 0.910212
61000 0.996544

