
1000 0.000316748
3000 0.00257448
5000 0.0069501
7000 0.0134422
9000 0.0222478
11000 0.0330904
13000 0.0456265
15000 0.0606376
17000 0.0778311
19000 0.0971337
21000 0.119304
23000 0.141821
25000 0.174143
27000 0.195016
29000 0.224672
31000 0.26014
33000 0.290163
35000 0.326908
37000 0.365075
39000 0.405589
41000 0.44792
43000 0.49295
45000 0.553239
47000 0.590321
49000 0.6464
